,Order ID,Order Date,CustomerName,State,City,Amount,Profit,Quantity,Category,Sub-Category
262,B-25691,16-06-2018,Akancha,Maharashtra,Mumbai,75.0,-25.0,3,Clothing,Stole
263,B-25691,16-06-2018,Akancha,Maharashtra,Mumbai,17.0,-9.0,3,Clothing,Stole
264,B-25692,17-06-2018,Rashmi,Madhya Pradesh,Indore,141.0,28.0,7,Furniture,Furnishings
265,B-25693,18-06-2018,Parna,Madhya Pradesh,Bhopal,76.0,-72.0,9,Clothing,Hankerchief
266,B-25693,18-06-2018,Parna,Madhya Pradesh,Bhopal,632.0,-316.0,6,Clothing,Saree
267,B-25693,18-06-2018,Parna,Madhya Pradesh,Bhopal,32.0,-16.0,6,Clothing,Saree
268,B-25693,18-06-2018,Parna,Madhya Pradesh,Bhopal,68.0,-30.0,1,Electronics,Phones
269,B-25693,18-06-2018,Parna,Madhya Pradesh,Bhopal,82.0,-39.0,5,Clothing,T-shirt
270,B-25693,18-06-2018,Parna,Madhya Pradesh,Bhopal,72.0,-49.0,1,Electronics,Phones
271,B-25693,18-06-2018,Parna,Madhya Pradesh,Bhopal,13.0,-13.0,2,Clothing,Skirt
272,B-25694,18-06-2018,Subhasmita,Rajasthan,Jaipur,167.0,43.0,7,Clothing,T-shirt
273,B-25695,18-06-2018,Suhani,West Bengal,Kolkata,171.0,14.0,9,Clothing,Shirt
274,B-25696,21-06-2018,Noopur,Karnataka,Bangalore,117.0,-6.0,3,Electronics,Phones
275,B-25696,21-06-2018,Noopur,Karnataka,Bangalore,116.0,-4.0,1,Clothing,Saree
276,B-25696,21-06-2018,Noopur,Karnataka,Bangalore,887.0,80.0,3,Electronics,Printers
277,B-25696,21-06-2018,Noopur,Karnataka,Bangalore,275.0,-275.0,4,Clothing,Saree
278,B-25696,21-06-2018,Noopur,Karnataka,Bangalore,44.0,7.0,3,Clothing,Kurti
279,B-25696,21-06-2018,Noopur,Karnataka,Bangalore,168.0,-9.0,3,Clothing,Saree
280,B-25697,22-06-2018,Vijay,Jammu and Kashmir,Kashmir,114.0,8.0,3,Electronics,Accessories
281,B-25697,22-06-2018,Vijay,Jammu and Kashmir,Kashmir,1300.0,-16.0,8,Electronics,Printers
282,B-25697,22-06-2018,Vijay,Jammu and Kashmir,Kashmir,4.0,-3.0,1,Clothing,Skirt
283,B-25697,22-06-2018,Vijay,Jammu and Kashmir,Kashmir,73.0,-7.0,1,Electronics,Phones
284,B-25697,22-06-2018,Vijay,Jammu and Kashmir,Kashmir,67.0,-42.0,3,Clothing,Stole
285,B-25697,22-06-2018,Vijay,Jammu and Kashmir,Kashmir,322.0,-193.0,5,Electronics,Printers
286,B-25697,22-06-2018,Vijay,Jammu and Kashmir,Kashmir,115.0,-39.0,3,Clothing,Trousers
287,B-25698,23-06-2018,Amisha,Tamil Nadu,Chennai,87.0,-83.0,5,Clothing,Kurti
288,B-25698,23-06-2018,Amisha,Tamil Nadu,Chennai,27.0,-6.0,4,Clothing,Hankerchief
289,B-25698,23-06-2018,Amisha,Tamil Nadu,Chennai,207.0,-153.0,3,Clothing,Saree
290,B-25698,23-06-2018,Amisha,Tamil Nadu,Chennai,516.0,-392.0,8,Furniture,Chairs
291,B-25698,23-06-2018,Amisha,Tamil Nadu,Chennai,7.0,-2.0,1,Clothing,Hankerchief
292,B-25698,23-06-2018,Amisha,Tamil Nadu,Chennai,65.0,-16.0,2,Electronics,Phones
293,B-25699,24-06-2018,Kritika,Uttar Pradesh,Lucknow,20.0,-22.0,1,Furniture,Furnishings
294,B-25699,24-06-2018,Kritika,Uttar Pradesh,Lucknow,49.0,-31.0,2,Clothing,Stole
295,B-25699,24-06-2018,Kritika,Uttar Pradesh,Lucknow,34.0,-13.0,5,Clothing,Leggings
296,B-25699,24-06-2018,Kritika,Uttar Pradesh,Lucknow,21.0,-5.0,1,Electronics,Accessories
297,B-25700,25-06-2018,Shubhi,Maharashtra,Mumbai,129.0,-75.0,5,Clothing,Shirt
298,B-25700,25-06-2018,Shubhi,Maharashtra,Mumbai,44.0,-32.0,3,Clothing,Stole
299,B-25700,25-06-2018,Shubhi,Maharashtra,Mumbai,7.0,-3.0,2,Clothing,Hankerchief
300,B-25701,26-06-2018,Maithilee,Madhya Pradesh,Indore,10.0,-8.0,2,Clothing,Skirt
301,B-25701,26-06-2018,Maithilee,Madhya Pradesh,Indore,33.0,-29.0,3,Clothing,Shirt
302,B-25701,26-06-2018,Maithilee,Madhya Pradesh,Indore,98.0,-45.0,2,Furniture,Chairs
303,B-25701,26-06-2018,Maithilee,Madhya Pradesh,Indore,33.0,-12.0,5,Clothing,Hankerchief
304,B-25702,27-06-2018,Shaily,Maharashtra,Mumbai,75.0,0.0,3,Clothing,Shirt
305,B-25702,27-06-2018,Shaily,Maharashtra,Mumbai,424.0,-17.0,9,Furniture,Chairs
306,B-25702,27-06-2018,Shaily,Maharashtra,Mumbai,31.0,-3.0,4,Clothing,Saree
307,B-25702,27-06-2018,Shaily,Maharashtra,Mumbai,941.0,-203.0,3,Furniture,Tables
308,B-25702,27-06-2018,Shaily,Maharashtra,Mumbai,306.0,-147.0,3,Clothing,Saree
309,B-25703,28-06-2018,Ekta,Madhya Pradesh,Indore,42.0,-23.0,2,Furniture,Furnishings
310,B-25703,28-06-2018,Ekta,Madhya Pradesh,Indore,17.0,-3.0,2,Clothing,Stole
311,B-25703,28-06-2018,Ekta,Madhya Pradesh,Indore,32.0,-5.0,5,Clothing,Hankerchief
312,B-25703,28-06-2018,Ekta,Madhya Pradesh,Indore,231.0,-190.0,9,Clothing,Hankerchief
313,B-25703,28-06-2018,Ekta,Madhya Pradesh,Indore,22.0,-15.0,4,Clothing,Kurti
314,B-25703,28-06-2018,Ekta,Madhya Pradesh,Indore,97.0,-45.0,4,Clothing,Saree
315,B-25703,28-06-2018,Ekta,Madhya Pradesh,Indore,47.0,-27.0,4,Clothing,Saree
316,B-25703,28-06-2018,Ekta,Madhya Pradesh,Indore,186.0,-141.0,9,Clothing,Shirt
317,B-25704,29-06-2018,Riya,Maharashtra,Mumbai,126.0,-63.0,3,Electronics,Accessories
318,B-25704,29-06-2018,Riya,Maharashtra,Mumbai,102.0,0.0,3,Electronics,Phones
319,B-25705,30-06-2018,Shweta,Madhya Pradesh,Indore,46.0,0.0,2,Electronics,Electronic Games
320,B-25706,01-07-2018,Swetlana,Goa,Goa,31.0,-11.0,4,Clothing,Stole
321,B-25707,01-07-2018,Shivani,Maharashtra,Mumbai,8.0,-6.0,1,Clothing,Stole
322,B-25708,01-07-2018,Kishwar,Madhya Pradesh,Indore,191.0,13.0,8,Furniture,Furnishings
323,B-25708,01-07-2018,Kishwar,Madhya Pradesh,Indore,709.0,-100.0,5,Electronics,Phones
324,B-25708,01-07-2018,Kishwar,Madhya Pradesh,Indore,81.0,-51.0,7,Clothing,Stole
325,B-25708,01-07-2018,Kishwar,Madhya Pradesh,Indore,32.0,-8.0,2,Clothing,Stole
326,B-25709,01-07-2018,Aakanksha,Madhya Pradesh,Indore,33.0,-12.0,7,Clothing,Saree
327,B-25709,01-07-2018,Aakanksha,Madhya Pradesh,Indore,41.0,-6.0,1,Furniture,Chairs
328,B-25710,05-07-2018,Megha,Maharashtra,Pune,216.0,-38.0,6,Furniture,Furnishings
329,B-25710,05-07-2018,Megha,Maharashtra,Pune,616.0,-69.0,7,Furniture,Furnishings
330,B-25710,05-07-2018,Megha,Maharashtra,Pune,10.0,-1.0,1,Clothing,Leggings
331,B-25710,05-07-2018,Megha,Maharashtra,Pune,25.0,0.0,4,Clothing,Skirt
332,B-25710,05-07-2018,Megha,Maharashtra,Pune,53.0,-18.0,4,Clothing,T-shirt
333,B-25710,05-07-2018,Megha,Maharashtra,Pune,13.0,-8.0,1,Clothing,T-shirt
334,B-25711,06-07-2018,Sakshi,Madhya Pradesh,Bhopal,100.0,-58.0,4,Clothing,Hankerchief
335,B-25712,07-07-2018,Adhvaita,Rajasthan,Jaipur,193.0,-275.0,3,Electronics,Phones
336,B-25713,08-07-2018,Raksha,West Bengal,Kolkata,158.0,-63.0,4,Furniture,Chairs
337,B-25714,09-07-2018,Stuti,Karnataka,Bangalore,11.0,-5.0,2,Clothing,Hankerchief
338,B-25714,09-07-2018,Stuti,Karnataka,Bangalore,340.0,20.0,7,Clothing,Shirt
339,B-25715,10-07-2018,Srishti,Jammu and Kashmir,Kashmir,416.0,137.0,3,Electronics,Phones
340,B-25716,11-07-2018,Surabhi,Tamil Nadu,Chennai,58.0,0.0,4,Clothing,Saree
341,B-25717,12-07-2018,Manshul,Uttar Pradesh,Lucknow,561.0,212.0,3,Clothing,Saree
342,B-25717,12-07-2018,Manshul,Uttar Pradesh,Lucknow,138.0,-3.0,5,Clothing,Saree
343,B-25717,12-07-2018,Manshul,Uttar Pradesh,Lucknow,90.0,17.0,3,Clothing,Shirt
344,B-25717,12-07-2018,Manshul,Uttar Pradesh,Lucknow,55.0,-33.0,2,Furniture,Chairs
345,B-25718,12-07-2018,Anjali,Maharashtra,Mumbai,371.0,115.0,1,Furniture,Bookcases
346,B-25718,12-07-2018,Anjali,Maharashtra,Mumbai,460.0,31.0,3,Furniture,Bookcases
347,B-25719,12-07-2018,Rashmi,Madhya Pradesh,Indore,29.0,10.0,2,Clothing,Stole
348,B-25720,15-07-2018,Namrata,Punjab,Chandigarh,30.0,-35.0,1,Furniture,Chairs
349,B-25721,16-07-2018,Anchal,Haryana,Chandigarh,29.0,-18.0,7,Clothing,Skirt
350,B-25721,16-07-2018,Anchal,Haryana,Chandigarh,191.0,51.0,5,Clothing,Shirt
351,B-25721,16-07-2018,Anchal,Haryana,Chandigarh,149.0,-40.0,2,Electronics,Phones
352,B-25722,17-07-2018,Inderpreet,Himachal Pradesh,Simla,48.0,-8.0,8,Clothing,Stole
353,B-25723,18-07-2018,Wale,Maharashtra,Mumbai,26.0,-24.0,1,Clothing,Stole
354,B-25723,18-07-2018,Wale,Maharashtra,Mumbai,16.0,-12.0,2,Clothing,Stole
355,B-25723,18-07-2018,Wale,Maharashtra,Mumbai,12.0,-7.0,2,Clothing,Leggings
356,B-25723,18-07-2018,Wale,Maharashtra,Mumbai,76.0,-54.0,3,Electronics,Electronic Games
357,B-25724,19-07-2018,Sheetal,Madhya Pradesh,Indore,168.0,-51.0,2,Furniture,Bookcases
358,B-25725,20-07-2018,Anisha,Nagaland,Kohima,23.0,-5.0,7,Clothing,Hankerchief
359,B-25725,20-07-2018,Anisha,Nagaland,Kohima,26.0,-5.0,2,Clothing,Stole
360,B-25725,20-07-2018,Anisha,Nagaland,Kohima,144.0,-7.0,4,Electronics,Electronic Games
361,B-25726,21-07-2018,Kiran,Maharashtra,Mumbai,490.0,-128.0,8,Furniture,Bookcases
362,B-25727,22-07-2018,Turumella,Madhya Pradesh,Indore,57.0,-48.0,6,Clothing,Leggings
363,B-25727,22-07-2018,Turumella,Madhya Pradesh,Indore,327.0,114.0,4,Clothing,Trousers
364,B-25728,22-07-2018,Ameesha,Maharashtra,Pune,1055.0,264.0,4,Electronics,Printers
365,B-25728,22-07-2018,Ameesha,Maharashtra,Pune,771.0,-424.0,2,Electronics,Phones
366,B-25728,22-07-2018,Ameesha,Maharashtra,Pune,322.0,-113.0,4,Clothing,Saree
367,B-25729,22-07-2018,Madhulika,Madhya Pradesh,Bhopal,1549.0,-439.0,4,Electronics,Phones
368,B-25730,22-07-2018,Rishabh,Rajasthan,Jaipur,1145.0,-706.0,3,Electronics,Phones
369,B-25730,22-07-2018,Rishabh,Rajasthan,Jaipur,473.0,42.0,4,Furniture,Chairs
370,B-25730,22-07-2018,Rishabh,Rajasthan,Jaipur,96.0,22.0,5,Clothing,Stole
371,B-25730,22-07-2018,Rishabh,Rajasthan,Jaipur,18.0,8.0,2,Clothing,Hankerchief
372,B-25730,22-07-2018,Rishabh,Rajasthan,Jaipur,187.0,30.0,4,Electronics,Accessories
373,B-25730,22-07-2018,Rishabh,Rajasthan,Jaipur,83.0,-81.0,3,Furniture,Chairs
374,B-25731,26-07-2018,Akash,West Bengal,Kolkata,131.0,-154.0,8,Furniture,Furnishings
375,B-25732,27-07-2018,Anubhaw,Karnataka,Bangalore,16.0,-5.0,2,Clothing,Stole
376,B-25733,28-07-2018,Dhirajendu,Maharashtra,Mumbai,43.0,-43.0,7,Clothing,Stole
377,B-25733,28-07-2018,Dhirajendu,Maharashtra,Mumbai,30.0,-10.0,2,Clothing,Stole
378,B-25733,28-07-2018,Dhirajendu,Maharashtra,Mumbai,23.0,-6.0,4,Clothing,Hankerchief
379,B-25734,29-07-2018,Pranav,Madhya Pradesh,Indore,108.0,-19.0,3,Electronics,Electronic Games
380,B-25735,30-07-2018,Arindam,Uttar Pradesh,Lucknow,12.0,-2.0,3,Clothing,Hankerchief
381,B-25735,30-07-2018,Arindam,Uttar Pradesh,Lucknow,7.0,-1.0,2,Clothing,Skirt
382,B-25735,30-07-2018,Arindam,Uttar Pradesh,Lucknow,15.0,-7.0,1,Clothing,Hankerchief
383,B-25736,31-07-2018,Akshat,Maharashtra,Mumbai,31.0,-7.0,5,Clothing,Skirt
384,B-25737,01-08-2018,Shubham,Madhya Pradesh,Indore,187.0,-15.0,3,Clothing,Trousers
385,B-25738,02-08-2018,Ayush,Punjab,Chandigarh,70.0,-14.0,2,Furniture,Furnishings
386,B-25738,02-08-2018,Ayush,Punjab,Chandigarh,72.0,-6.0,3,Clothing,Saree
387,B-25738,02-08-2018,Ayush,Punjab,Chandigarh,1069.0,0.0,6,Clothing,Saree
388,B-25738,02-08-2018,Ayush,Punjab,Chandigarh,148.0,-91.0,2,Electronics,Phones
389,B-25739,03-08-2018,Daksh,Haryana,Chandigarh,133.0,-56.0,2,Furniture,Chairs
390,B-25740,03-08-2018,Rane,Maharashtra,Mumbai,40.0,-37.0,3,Clothing,Stole
391,B-25740,03-08-2018,Rane,Maharashtra,Mumbai,7.0,0.0,2,Clothing,Skirt
392,B-25740,03-08-2018,Rane,Maharashtra,Mumbai,58.0,-8.0,2,Clothing,Saree
393,B-25741,03-08-2018,Navdeep,Madhya Pradesh,Indore,482.0,-6.0,7,Electronics,Electronic Games
394,B-25742,03-08-2018,Ashwin,Goa,Goa,11.0,-8.0,2,Clothing,Skirt
395,B-25743,07-08-2018,Aman,Nagaland,Kohima,143.0,-124.0,5,Clothing,Saree
396,B-25743,07-08-2018,Aman,Nagaland,Kohima,9.0,-5.0,1,Clothing,Saree
397,B-25743,07-08-2018,Aman,Nagaland,Kohima,503.0,-56.0,2,Clothing,Trousers
398,B-25743,07-08-2018,Aman,Nagaland,Kohima,74.0,-51.0,3,Clothing,Stole
399,B-25743,07-08-2018,Aman,Nagaland,Kohima,56.0,0.0,4,Clothing,Hankerchief
400,B-25744,08-08-2018,Devendra,Andhra Pradesh,Hyderabad,373.0,-254.0,6,Electronics,Printers
401,B-25745,09-08-2018,Kartik,Gujarat,Ahmedabad,44.0,-8.0,3,Clothing,Stole
402,B-25745,09-08-2018,Kartik,Gujarat,Ahmedabad,296.0,-225.0,11,Clothing,Saree
403,B-25745,09-08-2018,Kartik,Gujarat,Ahmedabad,670.0,15.0,5,Furniture,Bookcases
404,B-25745,09-08-2018,Kartik,Gujarat,Ahmedabad,132.0,-79.0,5,Furniture,Furnishings
405,B-25746,10-08-2018,Shivam,Maharashtra,Pune,87.0,16.0,2,Clothing,Saree
406,B-25747,11-08-2018,Harsh,Madhya Pradesh,Bhopal,877.0,395.0,2,Furniture,Bookcases
407,B-25748,12-08-2018,Nitant,Rajasthan,Jaipur,141.0,10.0,4,Clothing,Shirt
408,B-25748,12-08-2018,Nitant,Rajasthan,Jaipur,224.0,58.0,3,Electronics,Phones
409,B-25748,12-08-2018,Nitant,Rajasthan,Jaipur,8.0,-1.0,2,Clothing,Leggings
410,B-25748,12-08-2018,Nitant,Rajasthan,Jaipur,47.0,-21.0,2,Electronics,Electronic Games
411,B-25749,13-08-2018,Ayush,Maharashtra,Mumbai,1052.0,-82.0,3,Furniture,Bookcases
412,B-25750,14-08-2018,Priyanshu,Madhya Pradesh,Indore,212.0,-24.0,2,Furniture,Chairs
413,B-25750,14-08-2018,Priyanshu,Madhya Pradesh,Indore,42.0,-15.0,12,Clothing,Skirt
414,B-25750,14-08-2018,Priyanshu,Madhya Pradesh,Indore,208.0,-25.0,2,Clothing,Saree
415,B-25750,14-08-2018,Priyanshu,Madhya Pradesh,Indore,22.0,-12.0,3,Clothing,Stole
416,B-25750,14-08-2018,Priyanshu,Madhya Pradesh,Indore,539.0,-146.0,7,Furniture,Furnishings
417,B-25750,14-08-2018,Priyanshu,Madhya Pradesh,Indore,78.0,-6.0,2,Furniture,Furnishings
418,B-25750,14-08-2018,Priyanshu,Madhya Pradesh,Indore,20.0,-18.0,2,Clothing,Saree
419,B-25750,14-08-2018,Priyanshu,Madhya Pradesh,Indore,19.0,-1.0,1,Clothing,Shirt
420,B-25750,14-08-2018,Priyanshu,Madhya Pradesh,Indore,73.0,-31.0,1,Furniture,Bookcases
421,B-25751,14-08-2018,Nishant,Maharashtra,Mumbai,10.0,-8.0,1,Clothing,Kurti
422,B-25751,14-08-2018,Nishant,Maharashtra,Mumbai,14.0,-3.0,2,Clothing,Leggings
423,B-25751,14-08-2018,Nishant,Maharashtra,Mumbai,68.0,-56.0,2,Electronics,Phones
424,B-25751,14-08-2018,Nishant,Maharashtra,Mumbai,106.0,0.0,2,Electronics,Phones
425,B-25751,14-08-2018,Nishant,Maharashtra,Mumbai,43.0,-5.0,2,Clothing,Saree
426,B-25751,14-08-2018,Nishant,Maharashtra,Mumbai,43.0,21.0,3,Clothing,Shirt
427,B-25751,14-08-2018,Nishant,Maharashtra,Mumbai,534.0,5.0,2,Electronics,Electronic Games
428,B-25751,14-08-2018,Nishant,Maharashtra,Mumbai,32.0,7.0,3,Clothing,Hankerchief
429,B-25751,14-08-2018,Nishant,Maharashtra,Mumbai,65.0,-4.0,6,Clothing,Hankerchief
430,B-25751,14-08-2018,Nishant,Maharashtra,Mumbai,221.0,-15.0,2,Electronics,Electronic Games
431,B-25752,14-08-2018,Vaibhav,Madhya Pradesh,Indore,1361.0,197.0,9,Furniture,Bookcases
432,B-25752,14-08-2018,Vaibhav,Madhya Pradesh,Indore,761.0,266.0,9,Electronics,Electronic Games
433,B-25752,14-08-2018,Vaibhav,Madhya Pradesh,Indore,76.0,27.0,5,Clothing,Stole
434,B-25752,14-08-2018,Vaibhav,Madhya Pradesh,Indore,91.0,15.0,6,Clothing,T-shirt
435,B-25752,14-08-2018,Vaibhav,Madhya Pradesh,Indore,8.0,-2.0,2,Clothing,Hankerchief
436,B-25752,14-08-2018,Vaibhav,Madhya Pradesh,Indore,735.0,-235.0,6,Electronics,Printers
437,B-25752,14-08-2018,Vaibhav,Madhya Pradesh,Indore,33.0,-27.0,1,Furniture,Chairs
438,B-25753,17-08-2018,Shivam,Uttar Pradesh,Lucknow,62.0,-56.0,5,Clothing,Kurti
439,B-25753,17-08-2018,Shivam,Uttar Pradesh,Lucknow,27.0,-20.0,2,Clothing,Hankerchief
440,B-25753,17-08-2018,Shivam,Uttar Pradesh,Lucknow,65.0,-52.0,3,Electronics,Accessories
441,B-25753,17-08-2018,Shivam,Uttar Pradesh,Lucknow,47.0,-114.0,5,Furniture,Furnishings
442,B-25753,17-08-2018,Shivam,Uttar Pradesh,Lucknow,341.0,-85.0,6,Clothing,Trousers
443,B-25753,17-08-2018,Shivam,Uttar Pradesh,Lucknow,107.0,31.0,5,Clothing,T-shirt
444,B-25753,17-08-2018,Shivam,Uttar Pradesh,Lucknow,154.0,22.0,7,Clothing,T-shirt
445,B-25753,17-08-2018,Shivam,Uttar Pradesh,Lucknow,620.0,82.0,6,Electronics,Accessories
446,B-25753,17-08-2018,Shivam,Uttar Pradesh,Lucknow,77.0,-43.0,8,Clothing,Stole
447,B-25754,18-08-2018,Akshay,Bihar,Patna,72.0,-46.0,7,Clothing,Kurti
448,B-25754,18-08-2018,Akshay,Bihar,Patna,41.0,-14.0,5,Clothing,Leggings
449,B-25754,18-08-2018,Akshay,Bihar,Patna,30.0,-23.0,2,Clothing,Saree
450,B-25754,18-08-2018,Akshay,Bihar,Patna,93.0,-65.0,4,Clothing,Stole
451,B-25754,18-08-2018,Akshay,Bihar,Patna,19.0,0.0,3,Clothing,Skirt
452,B-25754,18-08-2018,Akshay,Bihar,Patna,9.0,-1.0,3,Clothing,Skirt
453,B-25754,18-08-2018,Akshay,Bihar,Patna,319.0,-312.0,5,Clothing,Saree
454,B-25754,18-08-2018,Akshay,Bihar,Patna,262.0,-215.0,2,Electronics,Printers
455,B-25755,19-08-2018,Shourya,Kerala ,Thiruvananthapuram,37.0,-53.0,3,Clothing,Saree
456,B-25755,19-08-2018,Shourya,Kerala ,Thiruvananthapuram,257.0,-3.0,2,Furniture,Bookcases
457,B-25755,19-08-2018,Shourya,Kerala ,Thiruvananthapuram,80.0,-19.0,5,Clothing,Stole
458,B-25755,19-08-2018,Shourya,Kerala ,Thiruvananthapuram,321.0,-315.0,5,Clothing,Saree
459,B-25755,19-08-2018,Shourya,Kerala ,Thiruvananthapuram,47.0,-3.0,2,Clothing,Stole
460,B-25755,19-08-2018,Shourya,Kerala ,Thiruvananthapuram,593.0,213.0,4,Furniture,Bookcases
461,B-25755,19-08-2018,Shourya,Kerala ,Thiruvananthapuram,134.0,-34.0,2,Furniture,Chairs
462,B-25755,19-08-2018,Shourya,Kerala ,Thiruvananthapuram,1709.0,564.0,3,Clothing,Trousers
463,B-25755,19-08-2018,Shourya,Kerala ,Thiruvananthapuram,27.0,4.0,2,Clothing,Saree
464,B-25756,20-08-2018,Mohan,Maharashtra,Mumbai,465.0,-33.0,4,Electronics,Phones
465,B-25756,20-08-2018,Mohan,Maharashtra,Mumbai,643.0,-45.0,2,Electronics,Printers
466,B-25756,20-08-2018,Mohan,Maharashtra,Mumbai,204.0,-276.0,3,Furniture,Bookcases
467,B-25756,20-08-2018,Mohan,Maharashtra,Mumbai,729.0,-492.0,5,Furniture,Bookcases
468,B-25756,20-08-2018,Mohan,Maharashtra,Mumbai,29.0,-24.0,4,Clothing,Leggings
469,B-25757,21-08-2018,Mohit,Madhya Pradesh,Indore,17.0,-13.0,4,Clothing,Skirt
470,B-25757,21-08-2018,Mohit,Madhya Pradesh,Indore,34.0,-11.0,5,Clothing,T-shirt
471,B-25757,21-08-2018,Mohit,Madhya Pradesh,Indore,98.0,9.0,2,Furniture,Furnishings
472,B-25757,21-08-2018,Mohit,Madhya Pradesh,Indore,3151.0,-35.0,7,Clothing,Trousers
473,B-25757,21-08-2018,Mohit,Madhya Pradesh,Indore,53.0,15.0,2,Clothing,Stole
474,B-25757,21-08-2018,Mohit,Madhya Pradesh,Indore,165.0,30.0,3,Clothing,Stole
475,B-25757,21-08-2018,Mohit,Madhya Pradesh,Indore,211.0,19.0,8,Clothing,Stole
476,B-25757,21-08-2018,Mohit,Madhya Pradesh,Indore,106.0,15.0,7,Clothing,Hankerchief
477,B-25757,21-08-2018,Mohit,Madhya Pradesh,Indore,14.0,5.0,1,Clothing,Hankerchief
478,B-25757,21-08-2018,Mohit,Madhya Pradesh,Indore,17.0,7.0,3,Clothing,Hankerchief
479,B-25757,21-08-2018,Mohit,Madhya Pradesh,Indore,46.0,14.0,5,Clothing,Skirt
480,B-25758,22-08-2018,Shubham,Himachal Pradesh,Simla,8.0,-2.0,1,Clothing,Stole
481,B-25759,23-08-2018,Soumya,Sikkim,Gangtok,20.0,-9.0,6,Clothing,Hankerchief
482,B-25760,24-08-2018,Pooja,Goa,Goa,322.0,-193.0,5,Electronics,Printers
483,B-25761,25-08-2018,Surabhi,Maharashtra,Mumbai,2188.0,1050.0,5,Furniture,Bookcases
484,B-25761,25-08-2018,Surabhi,Maharashtra,Mumbai,328.0,-15.0,3,Electronics,Electronic Games
485,B-25761,25-08-2018,Surabhi,Maharashtra,Mumbai,418.0,70.0,7,Electronics,Phones
486,B-25761,25-08-2018,Surabhi,Maharashtra,Mumbai,40.0,0.0,3,Clothing,Saree
487,B-25761,25-08-2018,Surabhi,Maharashtra,Mumbai,102.0,-90.0,1,Clothing,Saree
488,B-25761,25-08-2018,Surabhi,Maharashtra,Mumbai,263.0,-31.0,9,Electronics,Electronic Games
489,B-25762,26-08-2018,Anudeep,Madhya Pradesh,Indore,1316.0,-527.0,7,Electronics,Electronic Games
490,B-25762,26-08-2018,Anudeep,Madhya Pradesh,Indore,27.0,4.0,3,Clothing,Skirt
491,B-25762,26-08-2018,Anudeep,Madhya Pradesh,Indore,98.0,-5.0,2,Clothing,Saree
492,B-25763,27-08-2018,Noshiba,Gujarat,Ahmedabad,58.0,-52.0,3,Furniture,Chairs
493,B-25764,28-08-2018,Sanjova,Maharashtra,Pune,119.0,43.0,5,Clothing,T-shirt
494,B-25764,28-08-2018,Sanjova,Maharashtra,Pune,765.0,-153.0,2,Electronics,Phones
495,B-25764,28-08-2018,Sanjova,Maharashtra,Pune,26.0,0.0,2,Clothing,Kurti
496,B-25764,28-08-2018,Sanjova,Maharashtra,Pune,24.0,-24.0,2,Clothing,Saree
497,B-25765,29-08-2018,Meghana,Madhya Pradesh,Bhopal,139.0,14.0,3,Clothing,Stole
498,B-25766,30-08-2018,Surabhi,Rajasthan,Jaipur,220.0,-19.0,2,Clothing,Saree
499,B-25767,31-08-2018,Ashmeet,West Bengal,Kolkata,299.0,-28.0,3,Electronics,Electronic Games
500,B-25767,31-08-2018,Ashmeet,West Bengal,Kolkata,9.0,-9.0,2,Clothing,Kurti
501,B-25767,31-08-2018,Ashmeet,West Bengal,Kolkata,74.0,-59.0,2,Electronics,Accessories
502,B-25767,31-08-2018,Ashmeet,West Bengal,Kolkata,29.0,-3.0,3,Clothing,Saree
503,B-25767,31-08-2018,Ashmeet,West Bengal,Kolkata,48.0,-22.0,2,Clothing,Saree
504,B-25768,01-09-2018,Shreyoshe,Karnataka,Bangalore,1582.0,-443.0,6,Clothing,Trousers
505,B-25769,02-09-2018,Surbhi,Maharashtra,Mumbai,355.0,-4.0,2,Clothing,Saree
506,B-25770,02-09-2018,Sakshi,Madhya Pradesh,Indore,375.0,180.0,3,Furniture,Bookcases
507,B-25770,02-09-2018,Sakshi,Madhya Pradesh,Indore,299.0,113.0,2,Furniture,Bookcases
508,B-25770,02-09-2018,Sakshi,Madhya Pradesh,Indore,287.0,-280.0,12,Furniture,Chairs
509,B-25770,02-09-2018,Sakshi,Madhya Pradesh,Indore,110.0,35.0,1,Furniture,Furnishings
510,B-25771,02-09-2018,Vaibhavi,Uttar Pradesh,Lucknow,148.0,59.0,3,Clothing,Hankerchief
511,B-25772,02-09-2018,Sanjana,Bihar,Patna,1183.0,106.0,4,Electronics,Printers
512,B-25773,06-09-2018,Shreya,Kerala ,Thiruvananthapuram,248.0,-70.0,3,Furniture,Chairs
513,B-25773,06-09-2018,Shreya,Kerala ,Thiruvananthapuram,85.0,-9.0,4,Clothing,Saree
514,B-25773,06-09-2018,Shreya,Kerala ,Thiruvananthapuram,24.0,-14.0,2,Clothing,Saree
515,B-25773,06-09-2018,Shreya,Kerala ,Thiruvananthapuram,209.0,-21.0,2,Electronics,Electronic Games
516,B-25773,06-09-2018,Shreya,Kerala ,Thiruvananthapuram,224.0,-143.0,3,Furniture,Chairs
517,B-25774,07-09-2018,Snehal,Punjab,Chandigarh,38.0,-6.0,2,Furniture,Furnishings
518,B-25775,08-09-2018,Duhita,Haryana,Chandigarh,50.0,-17.0,2,Clothing,Stole
519,B-25776,09-09-2018,Mousam,Maharashtra,Mumbai,47.0,-20.0,2,Clothing,Kurti
520,B-25777,10-09-2018,Aditi,Madhya Pradesh,Indore,61.0,-25.0,4,Electronics,Accessories
